person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
34.0,male,Associate,55966.0,12,RENT,5709.0,PERSONAL,13.47,0.1,9.0,455,Yes,0
32.0,male,Master,162845.0,11,MORTGAGE,17862.0,HOMEIMPROVEMENT,11.04,0.11,8.0,684,Yes,0
31.0,male,Associate,72754.0,7,RENT,12000.0,PERSONAL,10.98,0.16,10.0,629,Yes,0
25.0,male,Bachelor,29816.0,5,RENT,4788.0,DEBTCONSOLIDATION,11.01,0.16,4.0,608,Yes,0
24.0,female,High School,119675.0,0,RENT,12000.0,DEBTCONSOLIDATION,6.03,0.1,4.0,678,No,0
35.0,female,Bachelor,41511.0,9,RENT,3200.0,VENTURE,11.94,0.08,14.0,680,Yes,0
23.0,female,Bachelor,25311.0,2,RENT,1165.0,MEDICAL,9.03,0.05,2.0,579,Yes,0
27.0,female,Bachelor,70254.0,1,MORTGAGE,3209.0,MEDICAL,9.51,0.05,7.0,539,Yes,0
24.0,male,Master,29713.0,2,OWN,6000.0,MEDICAL,14.56,0.2,3.0,688,No,0
30.0,female,Bachelor,37062.0,6,RENT,8000.0,EDUCATION,13.35,0.22,9.0,660,Yes,0
25.0,male,High School,73295.0,2,MORTGAGE,10000.0,EDUCATION,10.58,0.14,4.0,567,Yes,0
46.0,male,Bachelor,181221.0,25,MORTGAGE,14000.0,VENTURE,6.69,0.08,12.0,624,No,0
26.0,female,Associate,39694.0,2,RENT,6351.0,VENTURE,10.89,0.16,3.0,576,Yes,0
23.0,male,High School,79096.0,1,MORTGAGE,13000.0,EDUCATION,10.55,0.16,2.0,672,Yes,0
30.0,male,High School,51403.0,8,RENT,2250.0,VENTURE,8.88,0.04,8.0,610,Yes,0
27.0,female,Bachelor,92167.0,4,MORTGAGE,3600.0,DEBTCONSOLIDATION,11.11,0.04,5.0,680,No,0
33.0,male,Associate,104513.0,13,MORTGAGE,8000.0,EDUCATION,13.04,0.08,9.0,727,No,0
26.0,female,Associate,145586.0,4,MORTGAGE,15025.0,PERSONAL,13.17,0.1,5.0,670,Yes,0
26.0,female,High School,75031.0,0,MORTGAGE,10000.0,DEBTCONSOLIDATION,8.94,0.13,2.0,632,Yes,0
24.0,female,Bachelor,59092.0,2,RENT,3850.0,MEDICAL,8.49,0.07,5.0,619,Yes,0
30.0,male,Master,72792.0,3,MORTGAGE,13496.0,MEDICAL,7.59,0.19,8.0,571,Yes,0
26.0,female,Associate,239610.0,0,MORTGAGE,24250.0,VENTURE,13.15,0.1,5.0,596,Yes,0
28.0,female,Master,55189.0,7,RENT,6000.0,EDUCATION,7.5,0.11,4.0,624,Yes,0
24.0,female,Master,39324.0,1,MORTGAGE,15000.0,DEBTCONSOLIDATION,11.44,0.38,4.0,641,Yes,0
25.0,male,Associate,241075.0,0,MORTGAGE,25000.0,VENTURE,14.57,0.1,5.0,613,Yes,0
31.0,female,Master,124719.0,12,MORTGAGE,6277.0,EDUCATION,7.49,0.05,9.0,607,Yes,0
27.0,female,Associate,87496.0,3,MORTGAGE,9892.0,MEDICAL,8.9,0.11,6.0,593,Yes,0
25.0,male,High School,58463.0,2,MORTGAGE,3005.0,EDUCATION,5.82,0.05,4.0,616,Yes,0
23.0,female,Associate,43087.0,2,RENT,2000.0,VENTURE,8.7,0.05,2.0,597,Yes,0
27.0,female,Associate,48970.0,6,RENT,8000.0,DEBTCONSOLIDATION,11.62,0.16,8.0,664,Yes,0
25.0,female,Bachelor,58494.0,4,MORTGAGE,12000.0,MEDICAL,11.33,0.21,3.0,551,Yes,0
28.0,male,Bachelor,90950.0,6,RENT,20121.0,HOMEIMPROVEMENT,11.31,0.22,7.0,694,No,0
38.0,male,High School,100547.0,14,RENT,2875.0,HOMEIMPROVEMENT,12.37,0.03,11.0,663,Yes,0
24.0,male,Master,102789.0,5,MORTGAGE,4000.0,HOMEIMPROVEMENT,6.74,0.04,3.0,636,Yes,0
39.0,male,High School,150790.0,16,MORTGAGE,8877.0,EDUCATION,7.4,0.06,12.0,617,No,0
24.0,female,Bachelor,48999.0,0,RENT,3600.0,MEDICAL,10.59,0.07,3.0,708,No,0
25.0,male,Associate,82568.0,6,MORTGAGE,6000.0,EDUCATION,11.22,0.07,3.0,660,No,0
28.0,male,Master,65940.0,6,MORTGAGE,10000.0,EDUCATION,8.71,0.15,7.0,694,Yes,0
29.0,female,Bachelor,71823.0,2,RENT,6000.0,HOMEIMPROVEMENT,9.75,0.08,7.0,660,No,0
23.0,female,Master,87320.0,0,OWN,16000.0,VENTURE,10.89,0.18,3.0,635,No,0
25.0,male,Associate,50505.0,5,RENT,11889.0,PERSONAL,12.01,0.24,3.0,637,Yes,0
29.0,female,Bachelor,36881.0,2,RENT,1585.0,DEBTCONSOLIDATION,9.82,0.04,9.0,624,Yes,0
26.0,female,Bachelor,145123.0,7,RENT,4800.0,MEDICAL,12.9,0.03,7.0,582,Yes,0
24.0,male,Associate,84899.0,2,MORTGAGE,5000.0,PERSONAL,11.11,0.06,4.0,646,Yes,0
30.0,male,High School,88783.0,6,RENT,5500.0,PERSONAL,10.15,0.06,9.0,649,No,0
24.0,male,Bachelor,91261.0,1,RENT,12000.0,PERSONAL,12.18,0.13,3.0,593,Yes,0
24.0,male,High School,29666.0,2,RENT,3994.0,VENTURE,12.62,0.13,3.0,696,Yes,0
28.0,male,Master,78588.0,9,RENT,7000.0,HOMEIMPROVEMENT,13.03,0.09,9.0,616,Yes,0
23.0,male,Master,59739.0,0,RENT,4800.0,EDUCATION,11.26,0.08,4.0,662,Yes,0
27.0,female,Bachelor,60885.0,5,RENT,3000.0,HOMEIMPROVEMENT,7.03,0.05,5.0,657,No,0
25.0,female,Master,67460.0,2,RENT,16000.0,VENTURE,11.5,0.24,6.0,608,Yes,0
31.0,male,Associate,73018.0,8,MORTGAGE,24250.0,EDUCATION,12.2,0.33,8.0,704,No,0
26.0,male,Bachelor,58724.0,3,RENT,7000.0,EDUCATION,9.51,0.12,3.0,676,No,0
24.0,male,Bachelor,49804.0,5,RENT,4795.0,EDUCATION,13.83,0.1,4.0,625,No,0
24.0,female,High School,78698.0,0,RENT,12000.0,VENTURE,11.45,0.15,5.0,510,Yes,0
23.0,male,High School,50175.0,1,RENT,4780.0,MEDICAL,11.09,0.1,3.0,669,Yes,0
25.0,male,Associate,72567.0,3,MORTGAGE,6942.0,EDUCATION,10.41,0.1,3.0,649,No,0
30.0,female,Associate,47298.0,6,RENT,5000.0,EDUCATION,9.52,0.11,7.0,649,No,0
26.0,male,High School,138811.0,1,MORTGAGE,18107.0,EDUCATION,8.26,0.13,4.0,586,No,0
33.0,male,Bachelor,120716.0,11,MORTGAGE,18826.0,MEDICAL,7.76,0.16,11.0,690,Yes,0
38.0,male,Bachelor,103058.0,12,RENT,17073.0,HOMEIMPROVEMENT,8.7,0.17,8.0,576,Yes,0
25.0,female,Associate,107426.0,2,RENT,7200.0,EDUCATION,13.47,0.07,3.0,671,Yes,0
23.0,male,Master,29951.0,0,RENT,4750.0,MEDICAL,10.81,0.16,4.0,640,No,0
28.0,female,Master,90964.0,8,RENT,20000.0,HOMEIMPROVEMENT,13.49,0.22,7.0,674,No,0
22.0,male,High School,69780.0,0,RENT,12000.0,EDUCATION,7.63,0.17,4.0,489,Yes,0
24.0,male,High School,51724.0,0,RENT,8000.0,VENTURE,10.31,0.15,4.0,599,Yes,0
34.0,female,Bachelor,44132.0,12,RENT,4000.0,MEDICAL,13.61,0.09,7.0,656,No,0
26.0,male,Bachelor,83887.0,2,RENT,14016.0,VENTURE,12.75,0.17,3.0,560,Yes,0
29.0,male,Associate,178568.0,4,MORTGAGE,10000.0,VENTURE,11.31,0.06,8.0,550,Yes,0
23.0,female,Associate,72846.0,0,RENT,15000.0,VENTURE,14.05,0.21,3.0,556,Yes,0
27.0,male,Master,75448.0,3,RENT,5116.0,DEBTCONSOLIDATION,13.86,0.07,5.0,712,No,0
24.0,male,High School,66807.0,0,MORTGAGE,15000.0,PERSONAL,11.82,0.22,3.0,601,Yes,0
31.0,male,Associate,169107.0,8,MORTGAGE,14000.0,MEDICAL,11.01,0.08,7.0,706,No,0
25.0,male,Associate,33262.0,3,RENT,2532.0,EDUCATION,13.49,0.08,4.0,584,No,0
30.0,female,High School,66898.0,10,MORTGAGE,6500.0,VENTURE,10.99,0.1,7.0,688,Yes,0
33.0,female,Associate,52933.0,9,MORTGAGE,2500.0,MEDICAL,11.24,0.05,9.0,629,No,0
32.0,male,Master,73224.0,8,RENT,12000.0,MEDICAL,7.11,0.16,8.0,613,Yes,0
27.0,male,Bachelor,115135.0,4,MORTGAGE,12000.0,PERSONAL,11.0,0.1,6.0,621,Yes,0
22.0,female,Associate,49282.0,0,RENT,10000.0,VENTURE,11.01,0.2,2.0,679,Yes,0
33.0,female,Bachelor,118520.0,10,MORTGAGE,6000.0,DEBTCONSOLIDATION,8.78,0.05,11.0,658,No,0
30.0,male,Associate,58475.0,6,RENT,7000.0,MEDICAL,12.32,0.12,7.0,648,Yes,0
34.0,male,Bachelor,93663.0,10,RENT,10000.0,EDUCATION,10.42,0.11,10.0,594,Yes,0
26.0,male,High School,84725.0,4,RENT,15000.0,PERSONAL,16.22,0.18,4.0,635,Yes,0
23.0,female,High School,67158.0,0,RENT,4000.0,MEDICAL,9.81,0.06,2.0,619,No,0
27.0,male,Master,69501.0,3,RENT,4000.0,VENTURE,9.44,0.06,5.0,593,Yes,0
32.0,male,Bachelor,63535.0,8,RENT,10000.0,VENTURE,9.66,0.16,7.0,618,Yes,0
24.0,female,High School,90464.0,2,MORTGAGE,17000.0,DEBTCONSOLIDATION,11.88,0.19,4.0,628,No,0
24.0,male,Associate,101800.0,2,RENT,15000.0,MEDICAL,10.66,0.15,4.0,635,Yes,0
27.0,female,High School,122182.0,3,MORTGAGE,6000.0,PERSONAL,7.55,0.05,8.0,580,Yes,0
27.0,female,Associate,25052.0,7,RENT,5500.0,PERSONAL,7.43,0.22,8.0,695,Yes,0
34.0,male,Bachelor,101863.0,9,OWN,25000.0,VENTURE,13.94,0.25,10.0,525,Yes,0
36.0,male,High School,51261.0,14,MORTGAGE,4200.0,MEDICAL,11.5,0.08,12.0,640,Yes,0
25.0,female,Bachelor,75831.0,2,RENT,2000.0,HOMEIMPROVEMENT,13.07,0.03,3.0,615,No,0
25.0,female,High School,35413.0,2,MORTGAGE,12469.0,VENTURE,7.34,0.35,6.0,581,Yes,0
24.0,male,Bachelor,57786.0,3,RENT,10000.0,PERSONAL,11.73,0.17,3.0,651,Yes,0
26.0,male,Associate,47850.0,7,MORTGAGE,2931.0,MEDICAL,12.61,0.06,3.0,572,Yes,0
23.0,female,Associate,114764.0,4,RENT,10000.0,PERSONAL,10.27,0.09,4.0,620,No,0
25.0,male,Bachelor,75585.0,3,RENT,15000.0,EDUCATION,9.28,0.2,3.0,632,Yes,0
28.0,female,Associate,249690.0,3,MORTGAGE,21946.0,PERSONAL,10.6,0.09,6.0,707,No,0
26.0,male,Associate,82152.0,4,MORTGAGE,6000.0,EDUCATION,10.24,0.07,3.0,681,Yes,0
28.0,female,Associate,251688.0,6,MORTGAGE,15000.0,VENTURE,14.84,0.06,8.0,697,No,0
24.0,male,Master,31889.0,3,RENT,6000.0,DEBTCONSOLIDATION,7.71,0.19,4.0,682,No,0
28.0,female,Associate,50099.0,5,RENT,7121.0,DEBTCONSOLIDATION,9.51,0.14,4.0,518,Yes,0
32.0,female,Bachelor,37254.0,10,OWN,10000.0,VENTURE,7.37,0.27,8.0,660,No,0
36.0,male,High School,67072.0,14,RENT,10000.0,MEDICAL,7.05,0.15,13.0,620,Yes,0
24.0,female,High School,64638.0,0,MORTGAGE,7000.0,PERSONAL,7.9,0.11,5.0,568,No,0
24.0,male,High School,66766.0,1,MORTGAGE,5300.0,VENTURE,10.8,0.08,4.0,694,Yes,0
27.0,male,High School,51182.0,5,RENT,3000.0,MEDICAL,11.01,0.06,8.0,689,Yes,0
29.0,male,High School,56208.0,1,MORTGAGE,4000.0,PERSONAL,9.39,0.07,7.0,559,Yes,0
24.0,male,Bachelor,102877.0,4,MORTGAGE,27072.0,MEDICAL,11.76,0.26,3.0,679,Yes,0
32.0,male,Master,54403.0,11,MORTGAGE,15000.0,PERSONAL,7.51,0.28,5.0,670,No,0
24.0,female,High School,73404.0,6,MORTGAGE,14000.0,VENTURE,8.26,0.19,3.0,617,Yes,0
23.0,male,High School,61999.0,0,MORTGAGE,4000.0,MEDICAL,9.14,0.06,4.0,577,Yes,0
25.0,female,Bachelor,57589.0,3,RENT,6000.0,VENTURE,7.6,0.1,3.0,571,Yes,0
23.0,female,Associate,96691.0,0,MORTGAGE,7000.0,DEBTCONSOLIDATION,7.37,0.07,2.0,573,No,0
21.0,male,Associate,48633.0,0,RENT,5000.0,EDUCATION,5.79,0.1,2.0,638,Yes,0
27.0,female,High School,116127.0,3,OWN,15000.0,EDUCATION,11.41,0.13,5.0,618,No,0
35.0,male,Bachelor,252859.0,13,MORTGAGE,23496.0,PERSONAL,11.1,0.09,9.0,728,No,0
29.0,male,Associate,40109.0,3,RENT,4027.0,MEDICAL,12.71,0.1,6.0,610,Yes,0
24.0,female,Bachelor,66886.0,0,RENT,4200.0,HOMEIMPROVEMENT,14.14,0.06,3.0,605,Yes,0
25.0,male,High School,37074.0,0,RENT,4800.0,EDUCATION,7.15,0.13,4.0,621,No,0
22.0,female,Bachelor,73065.0,2,MORTGAGE,6593.0,HOMEIMPROVEMENT,10.49,0.09,2.0,670,No,0
26.0,male,High School,103879.0,1,MORTGAGE,7854.0,EDUCATION,11.8,0.08,4.0,644,Yes,0
26.0,female,High School,71567.0,4,OWN,5092.0,MEDICAL,8.4,0.07,3.0,609,No,0
24.0,male,High School,40588.0,2,MORTGAGE,8000.0,EDUCATION,9.92,0.2,3.0,676,Yes,0
28.0,male,Master,93832.0,6,MORTGAGE,5983.0,MEDICAL,7.45,0.06,9.0,711,Yes,0
25.0,male,Bachelor,43129.0,0,RENT,5000.0,MEDICAL,10.49,0.12,3.0,570,Yes,0
25.0,female,Associate,85081.0,5,MORTGAGE,16000.0,EDUCATION,9.65,0.19,6.0,569,No,0
34.0,female,Bachelor,65916.0,9,MORTGAGE,9000.0,DEBTCONSOLIDATION,10.57,0.14,9.0,704,No,0
24.0,female,Master,66978.0,0,RENT,5000.0,EDUCATION,11.0,0.07,3.0,644,No,0
25.0,female,High School,44727.0,3,MORTGAGE,18000.0,VENTURE,9.17,0.4,2.0,591,Yes,0
22.0,male,Associate,34758.0,1,RENT,7500.0,EDUCATION,8.57,0.22,4.0,583,Yes,0
34.0,female,Bachelor,29223.0,11,RENT,5000.0,EDUCATION,13.81,0.17,10.0,597,Yes,0
23.0,male,Associate,73154.0,4,RENT,15000.0,HOMEIMPROVEMENT,14.11,0.21,3.0,686,No,0
29.0,male,Bachelor,228303.0,5,MORTGAGE,4445.0,PERSONAL,9.87,0.02,6.0,621,Yes,0
29.0,male,Bachelor,38268.0,10,RENT,5684.0,HOMEIMPROVEMENT,9.49,0.15,6.0,688,No,0
26.0,female,Associate,123412.0,6,MORTGAGE,15000.0,HOMEIMPROVEMENT,13.75,0.12,6.0,620,Yes,0
23.0,female,Bachelor,37116.0,1,RENT,3600.0,VENTURE,10.5,0.1,3.0,638,Yes,0
25.0,female,High School,44844.0,2,RENT,5587.0,EDUCATION,9.64,0.12,4.0,634,No,0
34.0,female,Associate,91072.0,11,MORTGAGE,25000.0,HOMEIMPROVEMENT,10.64,0.27,9.0,679,Yes,0
23.0,female,Associate,31137.0,0,RENT,2400.0,MEDICAL,14.23,0.08,3.0,569,Yes,0
26.0,male,High School,37178.0,5,RENT,1200.0,EDUCATION,8.85,0.03,5.0,608,Yes,0
30.0,female,Associate,67274.0,6,RENT,15960.0,HOMEIMPROVEMENT,13.37,0.24,10.0,718,No,0
31.0,male,Associate,68814.0,5,MORTGAGE,15163.0,VENTURE,12.19,0.22,11.0,652,Yes,0
26.0,female,Associate,43324.0,4,RENT,5000.0,MEDICAL,11.31,0.12,6.0,522,Yes,0
26.0,male,High School,39060.0,5,RENT,6351.0,EDUCATION,13.4,0.16,4.0,634,Yes,0
27.0,male,High School,53934.0,3,MORTGAGE,10000.0,PERSONAL,7.92,0.19,8.0,680,No,0
25.0,female,High School,91104.0,6,MORTGAGE,15000.0,DEBTCONSOLIDATION,9.78,0.16,4.0,684,Yes,0
32.0,male,High School,46625.0,8,RENT,10000.0,DEBTCONSOLIDATION,10.26,0.21,10.0,635,Yes,0
33.0,female,Master,301016.0,12,MORTGAGE,15000.0,PERSONAL,12.34,0.05,9.0,618,Yes,0
27.0,female,Bachelor,118857.0,3,MORTGAGE,1000.0,HOMEIMPROVEMENT,8.62,0.01,8.0,659,Yes,0
23.0,female,High School,75567.0,1,RENT,8400.0,EDUCATION,11.8,0.11,4.0,657,No,0
28.0,female,Associate,180752.0,7,MORTGAGE,15000.0,HOMEIMPROVEMENT,9.99,0.08,9.0,643,Yes,0
24.0,female,Bachelor,64533.0,0,RENT,2038.0,PERSONAL,9.25,0.03,4.0,586,No,0
22.0,female,Associate,49006.0,0,RENT,7000.0,DEBTCONSOLIDATION,10.43,0.14,4.0,607,No,0
29.0,male,High School,360419.0,7,MORTGAGE,15942.0,VENTURE,11.42,0.04,8.0,667,Yes,0
24.0,male,Bachelor,40591.0,5,RENT,10048.0,EDUCATION,6.4,0.25,3.0,682,Yes,0
32.0,female,Bachelor,54305.0,11,MORTGAGE,15000.0,PERSONAL,7.51,0.28,5.0,640,Yes,0
28.0,male,High School,37979.0,5,RENT,3000.0,MEDICAL,9.89,0.08,8.0,677,Yes,0
24.0,female,High School,49212.0,5,RENT,5000.0,MEDICAL,6.17,0.1,3.0,691,Yes,0
25.0,male,Associate,145287.0,1,MORTGAGE,13249.0,PERSONAL,10.24,0.09,4.0,667,Yes,0
27.0,male,Bachelor,55999.0,5,RENT,2500.0,DEBTCONSOLIDATION,7.88,0.04,6.0,638,Yes,0
23.0,male,Associate,59641.0,0,RENT,14000.0,EDUCATION,11.43,0.23,3.0,689,Yes,0
24.0,female,High School,43120.0,1,OWN,13000.0,PERSONAL,14.75,0.3,3.0,656,Yes,0
28.0,male,Associate,56125.0,6,MORTGAGE,3000.0,MEDICAL,7.34,0.05,6.0,647,No,0
23.0,male,Associate,30186.0,1,RENT,2000.0,EDUCATION,13.78,0.07,3.0,618,Yes,0
35.0,male,High School,45958.0,11,MORTGAGE,6359.0,PERSONAL,10.06,0.14,11.0,578,Yes,0
25.0,male,Associate,180720.0,2,MORTGAGE,25000.0,EDUCATION,10.46,0.14,3.0,570,Yes,0
27.0,male,Associate,84434.0,6,RENT,12000.0,PERSONAL,10.37,0.14,5.0,683,Yes,0
30.0,female,Associate,123216.0,8,RENT,18000.0,MEDICAL,10.6,0.15,7.0,564,Yes,0
26.0,male,High School,208534.0,3,MORTGAGE,9927.0,VENTURE,8.26,0.05,4.0,637,Yes,0
24.0,female,High School,32536.0,1,RENT,5000.0,MEDICAL,11.67,0.15,4.0,619,Yes,0
32.0,female,Doctorate,65664.0,9,MORTGAGE,10000.0,VENTURE,12.8,0.15,8.0,728,No,0
57.0,female,High School,96907.0,36,MORTGAGE,4800.0,VENTURE,12.03,0.05,18.0,689,No,0
32.0,male,High School,90707.0,7,RENT,10000.0,HOMEIMPROVEMENT,7.33,0.11,7.0,583,Yes,0
27.0,male,Master,33745.0,6,RENT,1512.0,EDUCATION,12.65,0.04,5.0,632,Yes,0
29.0,male,High School,145470.0,7,MORTGAGE,7000.0,DEBTCONSOLIDATION,8.73,0.05,10.0,650,No,0
25.0,female,High School,49209.0,4,RENT,2000.0,PERSONAL,10.93,0.04,4.0,587,Yes,0
27.0,male,High School,137767.0,3,MORTGAGE,7602.0,MEDICAL,9.45,0.06,9.0,498,Yes,0
34.0,male,Bachelor,56114.0,13,RENT,10000.0,MEDICAL,7.63,0.18,10.0,665,No,0
28.0,female,Bachelor,98078.0,2,MORTGAGE,6047.0,VENTURE,7.3,0.06,9.0,503,Yes,0
27.0,male,Doctorate,51430.0,4,RENT,5000.0,MEDICAL,5.42,0.1,5.0,566,Yes,0
29.0,female,Associate,64417.0,7,RENT,8458.0,MEDICAL,5.82,0.13,9.0,540,Yes,0
31.0,female,Bachelor,136156.0,10,MORTGAGE,6130.0,DEBTCONSOLIDATION,5.61,0.05,10.0,584,Yes,0
26.0,female,High School,56698.0,6,RENT,12000.0,MEDICAL,11.97,0.21,6.0,643,Yes,0
41.0,male,High School,78820.0,18,MORTGAGE,24811.0,EDUCATION,11.7,0.31,15.0,593,Yes,0
40.0,male,Associate,210613.0,18,MORTGAGE,11699.0,PERSONAL,8.73,0.06,15.0,615,Yes,0
25.0,female,Associate,108961.0,1,MORTGAGE,6000.0,PERSONAL,7.86,0.06,3.0,664,No,0
25.0,male,Associate,66850.0,0,RENT,3600.0,PERSONAL,11.05,0.05,4.0,676,No,0
24.0,female,Bachelor,162934.0,1,MORTGAGE,12879.0,EDUCATION,12.56,0.08,4.0,659,Yes,0
23.0,male,Bachelor,61517.0,2,MORTGAGE,9000.0,PERSONAL,12.76,0.15,4.0,631,Yes,0
23.0,female,Master,73110.0,2,RENT,11200.0,EDUCATION,6.81,0.15,5.0,674,Yes,0
30.0,male,Master,74287.0,8,MORTGAGE,15000.0,DEBTCONSOLIDATION,13.63,0.2,8.0,642,Yes,0
25.0,male,High School,73057.0,0,RENT,10000.0,DEBTCONSOLIDATION,14.17,0.14,4.0,612,Yes,0
42.0,male,Bachelor,73803.0,14,RENT,8554.0,PERSONAL,7.25,0.12,14.0,706,No,0
28.0,male,Bachelor,115825.0,6,MORTGAGE,5884.0,PERSONAL,10.27,0.05,7.0,661,No,0
27.0,female,Master,60885.0,4,MORTGAGE,8000.0,PERSONAL,6.33,0.13,6.0,691,Yes,0
31.0,female,Master,40761.0,8,RENT,1000.0,MEDICAL,14.61,0.02,11.0,623,Yes,0
27.0,male,Master,47876.0,6,RENT,2000.0,DEBTCONSOLIDATION,12.88,0.04,5.0,619,Yes,0
25.0,male,Bachelor,58466.0,2,MORTGAGE,10455.0,VENTURE,7.78,0.18,4.0,680,No,0
28.0,male,Bachelor,76745.0,7,RENT,1565.0,DEBTCONSOLIDATION,10.3,0.02,4.0,669,No,0
29.0,male,High School,126936.0,5,MORTGAGE,6000.0,MEDICAL,14.65,0.05,10.0,665,Yes,0
30.0,male,Bachelor,42933.0,9,RENT,6000.0,MEDICAL,7.72,0.14,10.0,669,Yes,0
28.0,male,High School,271115.0,3,MORTGAGE,24575.0,VENTURE,11.38,0.09,6.0,575,No,0
31.0,female,Associate,116161.0,6,MORTGAGE,12000.0,VENTURE,12.74,0.1,6.0,668,Yes,0
23.0,female,Associate,85091.0,0,MORTGAGE,5000.0,PERSONAL,10.53,0.06,3.0,577,No,0
23.0,male,High School,115064.0,0,MORTGAGE,4000.0,VENTURE,8.08,0.03,3.0,626,Yes,0
38.0,male,High School,139113.0,14,MORTGAGE,12444.0,EDUCATION,6.48,0.09,11.0,646,No,0
23.0,female,Associate,68063.0,2,RENT,5500.0,MEDICAL,7.76,0.08,4.0,668,Yes,0
29.0,female,Bachelor,72803.0,5,MORTGAGE,14109.0,HOMEIMPROVEMENT,13.17,0.19,5.0,663,Yes,0
29.0,female,Bachelor,130341.0,5,MORTGAGE,20588.0,HOMEIMPROVEMENT,10.74,0.16,9.0,562,Yes,0
30.0,female,Master,48739.0,9,RENT,5500.0,VENTURE,7.74,0.11,9.0,601,No,0
43.0,female,High School,52504.0,22,OWN,15000.0,EDUCATION,8.88,0.29,13.0,684,Yes,0
27.0,female,Bachelor,224452.0,5,MORTGAGE,10000.0,VENTURE,11.71,0.04,6.0,704,No,0
21.0,male,Bachelor,78837.0,0,RENT,4800.0,HOMEIMPROVEMENT,9.88,0.06,4.0,644,No,0
29.0,male,High School,150858.0,6,MORTGAGE,10000.0,HOMEIMPROVEMENT,6.29,0.07,9.0,518,Yes,0
23.0,female,High School,72025.0,1,RENT,6540.0,EDUCATION,10.97,0.09,4.0,624,No,0
36.0,female,Bachelor,108813.0,15,MORTGAGE,4635.0,EDUCATION,10.85,0.04,10.0,648,Yes,0
25.0,female,High School,90882.0,5,RENT,4810.0,EDUCATION,14.99,0.05,3.0,564,No,0
24.0,male,Bachelor,39788.0,1,RENT,4634.0,DEBTCONSOLIDATION,7.4,0.12,4.0,624,No,0
42.0,male,Associate,253083.0,21,MORTGAGE,16598.0,PERSONAL,12.38,0.07,12.0,697,Yes,0
25.0,male,High School,103059.0,0,RENT,9600.0,EDUCATION,10.15,0.09,5.0,541,No,0
24.0,male,High School,51638.0,3,RENT,7000.0,EDUCATION,8.6,0.14,3.0,558,Yes,0
26.0,male,High School,43101.0,4,RENT,8000.0,PERSONAL,11.41,0.19,4.0,618,No,0
24.0,female,Associate,186994.0,2,MORTGAGE,3811.0,HOMEIMPROVEMENT,10.71,0.02,4.0,589,No,0
25.0,male,Bachelor,85257.0,2,RENT,6000.0,PERSONAL,6.37,0.07,3.0,657,No,0
33.0,male,Bachelor,55667.0,12,MORTGAGE,15000.0,VENTURE,12.77,0.27,7.0,569,Yes,0
24.0,male,High School,73937.0,4,RENT,2500.0,MEDICAL,7.23,0.03,3.0,678,No,0
24.0,female,Bachelor,52801.0,5,RENT,5000.0,EDUCATION,12.47,0.09,4.0,684,Yes,0
24.0,female,High School,60921.0,0,RENT,5600.0,EDUCATION,11.03,0.09,4.0,646,Yes,0
28.0,female,Bachelor,124095.0,6,MORTGAGE,25000.0,VENTURE,15.3,0.2,10.0,580,No,0
31.0,female,Associate,75199.0,9,RENT,7000.0,MEDICAL,13.8,0.09,6.0,658,No,0
25.0,female,Bachelor,211045.0,3,MORTGAGE,10000.0,HOMEIMPROVEMENT,15.05,0.05,4.0,676,Yes,0
26.0,female,Bachelor,68943.0,2,MORTGAGE,6000.0,VENTURE,9.57,0.09,4.0,584,No,0
33.0,female,Associate,186897.0,11,MORTGAGE,8000.0,PERSONAL,7.95,0.04,7.0,695,Yes,0
28.0,female,Bachelor,61971.0,7,MORTGAGE,24483.0,PERSONAL,10.67,0.4,7.0,636,No,0
30.0,male,Associate,73100.0,7,MORTGAGE,25257.0,EDUCATION,13.47,0.35,6.0,708,No,0
23.0,male,High School,54845.0,0,RENT,6000.0,MEDICAL,8.65,0.11,4.0,574,Yes,0
27.0,male,Associate,159654.0,5,RENT,20000.0,VENTURE,12.73,0.13,9.0,582,Yes,0
27.0,female,Bachelor,120705.0,3,MORTGAGE,10000.0,MEDICAL,12.24,0.08,9.0,595,Yes,0
30.0,female,Associate,36801.0,6,MORTGAGE,12000.0,EDUCATION,10.74,0.33,6.0,670,Yes,0
26.0,female,Master,48843.0,0,RENT,12000.0,MEDICAL,8.76,0.25,2.0,641,Yes,0
31.0,female,Bachelor,35620.0,5,RENT,1500.0,PERSONAL,11.73,0.04,6.0,658,No,0
25.0,male,High School,49919.0,3,RENT,6946.0,DEBTCONSOLIDATION,10.98,0.14,4.0,688,No,0
23.0,female,Bachelor,144864.0,0,RENT,12000.0,EDUCATION,11.19,0.08,4.0,582,Yes,0
40.0,male,Bachelor,34784.0,16,RENT,1600.0,MEDICAL,10.0,0.05,17.0,652,Yes,0
25.0,male,High School,51541.0,3,MORTGAGE,3000.0,DEBTCONSOLIDATION,10.33,0.06,4.0,495,Yes,0
26.0,female,Associate,97265.0,3,MORTGAGE,4436.0,HOMEIMPROVEMENT,13.32,0.05,3.0,592,Yes,0
30.0,male,Bachelor,91257.0,8,MORTGAGE,8000.0,VENTURE,13.79,0.09,10.0,650,No,0
